"Database","Connectivity From","Connectivity To","Projection Strength","Organism","Notes","Reference","e_uid","database","con_from","con_to","projection_strength","species","notes","reference","link","con_from_abb","con_to_abb","nifid","ref_link"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=295&aff=658"" class=""external"" target=""_blank"">BAMS</a>","Suprachiasmatic nucleus","Tenia tecta dorsal part layer 1","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","295658not presentCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALTenia tecta dorsal part layer 1","BAMS","Suprachiasmatic nucleus","Tenia tecta dorsal part layer 1","not detected","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=295&aff=658","SCH","TTd1","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=114&aff=728"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterior division fusiform nucleus","Field CA1 stratum lacunosum-moleculare","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11447588"" class=""external"" target=""_blank"">Dong HW, Petrovich GD, Watts AG, Swanson LW: Basic organization of projections from the oval and fusiform nuclei of the bed nuclei of the stria terminalis in adult rat brain. In J Comp Neurol</a>","114728not presentDong HW, Petrovich GD, Watts AG, Swanson LW: Basic organization of projections from the oval and fusiform nuclei of the bed nuclei of the stria terminalis in adult rat brain. In J Comp NeurolPHALField CA1 stratum lacunosum-moleculare","BAMS","Bed nuclei of the stria terminalis anterior division fusiform nucleus","Field CA1 stratum lacunosum-moleculare","not detected","Rat","Technique: PHAL","Dong HW, Petrovich GD, Watts AG, Swanson LW: Basic organization of projections from the oval and fusiform nuclei of the bed nuclei of the stria terminalis in adult rat brain. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=114&aff=728","BSTfu","CA1slm","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11447588"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=788&aff=633"" class=""external"" target=""_blank"">BAMS</a>","Posterior nucleus of the amygdala","Secondary motor area","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol</a>","788633not presentCanteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp NeurolPHALSecondary motor area","BAMS","Posterior nucleus of the amygdala","Secondary motor area","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=788&aff=633","PA","MOs","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=303&aff=288"" class=""external"" target=""_blank"">BAMS</a>","Ventromedial nucleus of the hypothalamus dorsomedial part","Parastrial nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7814684"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol</a>","303288not presentCanteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp NeurolPHALParastrial nucleus","BAMS","Ventromedial nucleus of the hypothalamus dorsomedial part","Parastrial nucleus","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=303&aff=288","VMHdm","PS","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7814684"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=296&aff=549"" class=""external"" target=""_blank"">BAMS</a>","Suprachiasmatic nucleus dorsomedial part","Nucleus of Darkschewitsch","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","296549not presentCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALNucleus of Darkschewitsch","BAMS","Suprachiasmatic nucleus dorsomedial part","Nucleus of Darkschewitsch","not detected","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=296&aff=549","SCHd","ND","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=285&aff=347"" class=""external"" target=""_blank"">BAMS</a>","Anterodorsal preoptic nucleus","Zona incerta","exists","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"" class=""external"" target=""_blank"">Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev</a>","285347existsThompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res RevPHALZona incerta","BAMS","Anterodorsal preoptic nucleus","Zona incerta","exists","Rat","Technique: PHAL","Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=285&aff=347","ADP","ZI","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=710"" class=""external"" target=""_blank"">BAMS</a>","Infralimbic area","Parasubiculum layer 1","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"" class=""external"" target=""_blank"">Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol</a>","759710not presentHurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp NeurolPHALParasubiculum layer 1","BAMS","Infralimbic area","Parasubiculum layer 1","not detected","Rat","Technique: PHAL","Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=710","ILA","PAR1","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=120&aff=450"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis posterior division transverse nucleus","Spinal nucleus of the trigeminal caudal part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"" class=""external"" target=""_blank"">Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol</a>","120450not presentDong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp NeurolPHALSpinal nucleus of the trigeminal caudal part","BAMS","Bed nuclei of the stria terminalis posterior division transverse nucleus","Spinal nucleus of the trigeminal caudal part","not detected","Rat","Technique: PHAL","Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=120&aff=450","BSTtr","SPVC","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=107&aff=551"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterolateral area","Dorsal tegmental nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"" class=""external"" target=""_blank"">Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol</a>","107551not presentDong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp NeurolPHALDorsal tegmental nucleus","BAMS","Bed nuclei of the stria terminalis anterolateral area","Dorsal tegmental nucleus","not detected","Rat","Technique: PHAL","Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=107&aff=551","BSTal","DTN","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=277&aff=407"" class=""external"" target=""_blank"">BAMS</a>","Arcuate nucleus of the hypothalamus","Substantia innominata","not detected","Rat","Technique: autoradiography","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=61975"" class=""external"" target=""_blank"">Saper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp Neurol</a>","277407not presentSaper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp NeurolautoradiographySubstantia innominata","BAMS","Arcuate nucleus of the hypothalamus","Substantia innominata","not detected","Rat","Technique: autoradiography","Saper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=277&aff=407","ARH","SI","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=61975"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=293&aff=283"" class=""external"" target=""_blank"">BAMS</a>","Anterior hypothalamic posterior part","Medial preoptic nucleus medial part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7814679"" class=""external"" target=""_blank"">Risold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol</a>","293283not presentRisold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp NeurolPHALMedial preoptic nucleus medial part","BAMS","Anterior hypothalamic posterior part","Medial preoptic nucleus medial part","not detected","Rat","Technique: PHAL","Risold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=293&aff=283","AHNp","MPNm","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7814679"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=286&aff=505"" class=""external"" target=""_blank"">BAMS</a>","Anteroventral preoptic nucleus","Parabrachial nucleus lateral division","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"" class=""external"" target=""_blank"">Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev</a>","286505lightThompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res RevPHALParabrachial nucleus lateral division","BAMS","Anteroventral preoptic nucleus","Parabrachial nucleus lateral division","weak","Rat","Technique: PHAL","Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=286&aff=505","AVP","PBl","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=540&aff=812"" class=""external"" target=""_blank"">BAMS</a>","Precommissural nucleus","Uvula (IX) sublobule ab","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=10331578"" class=""external"" target=""_blank"">Canteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp Neurol</a>","540812not presentCanteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp NeurolPHALUvula (IX) sublobule ab","BAMS","Precommissural nucleus","Uvula (IX) sublobule ab","not detected","Rat","Technique: PHAL","Canteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=540&aff=812","PRC","UVUab","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=10331578"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=444"" class=""external"" target=""_blank"">BAMS</a>","Infralimbic area","Spinal nucleus of the trigeminal oral part ventrolateral part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"" class=""external"" target=""_blank"">Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol</a>","759444not presentHurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp NeurolPHALSpinal nucleus of the trigeminal oral part ventrolateral part","BAMS","Infralimbic area","Spinal nucleus of the trigeminal oral part ventrolateral part","not detected","Rat","Technique: PHAL","Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=444","ILA","SPVOvl","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"
